,task,INPUT:dataset_name,OUTPUT:quality,homogenity,true,model_extracted,classification_metric
2262,newspaper sport begin eric oracle soldier weekend massacre joel jayne hole fill yassin jewish stein,20newsgroups,"['bad', 'bad', 'rather_good', 'bad', 'bad']",0.8,-2,2,1.0
2263,newsreader command dealer loss saturn ford sales arizona deal signature deep cycle ering price light,20newsgroups,"['bad', 'rather_bad', 'good', 'bad', 'rather_bad']",0.4,-1,-2,0.0
2264,nice color cracker please substitute bring table surprise beautiful unique pork describe wine guest puff,amazon_food,"['rather_bad', 'bad', 'rather_bad']",0.7,-1,-2,0.0
2265,nice hard definitely excellent expect compare cracker mouth lover please shape enough surprise wine round,amazon_food,"['rather_bad', 'bad', 'rather_good']",0.3,-1,0,0.5
2266,nice hard kind back never please mountain overpower bring surprise describe puff lighter compare pa,amazon_food,"['good', 'bad', 'rather_bad']",0.3,0,-1,0.25
2267,nice hard kind definitely never back please bring describe overpower surprise lighter sure pa enough,amazon_food,"['bad', 'rather_bad', 'bad']",0.7,-2,0,0.5
2268,nice hard kind definitely never back please bring overpower describe surprise lighter sure pa memory,amazon_food,"['bad', 'bad', 'bad', 'rather_bad', 'bad', 'bad']",0.8,-2,2,1.0
2269,nice hard kind definitely never back please describe expect surprise lighter overpower bring puff enough,amazon_food,"['bad', 'rather_bad', 'rather_bad']",0.7,-1,0,0.5
2270,nice hard kind never back please bring overpower surprise mountain describe puff lighter pa stand,amazon_food,"['bad', 'bad', 'bad']",1.0,-2,1,0.75
2271,nice hard kind never back please mountain overpower bring describe surprise puff lighter compare rarely,amazon_food,"['bad', 'bad', 'rather_bad']",0.7,-2,0,0.5
2272,nice hard kind never back please mountain overpower describe puff surprise lighter bring compare rarely,amazon_food,"['bad', 'good', 'bad', 'rather_bad', 'bad', 'rather_bad']",0.5,-2,1,0.75
2273,nice hard never kind back please bring overpower surprise describe puff lighter mountain pa stand,amazon_food,"['rather_bad', 'bad', 'bad']",0.7,-2,-1,0.25
2274,nice never hard back definitely kind please bring surprise overpower describe lighter memory chose rock,amazon_food,"['bad', 'bad', 'rather_bad', 'good', 'bad', 'bad']",0.7,-2,-1,0.25
2275,nice never hard kind back please bring overpower surprise describe puff lighter pa stand rarely,amazon_food,"['rather_bad', 'bad', 'bad']",0.7,-2,2,1.0
2276,nice never hard kind please heard surprise overpower bring describe lighter present rock puff pa,amazon_food,"['bad', 'bad', 'good']",0.7,-2,-1,0.25
2277,nice salt excellent cracker please sea bland surprise touch table unique shape bring wine spread,amazon_food,"['bad', 'bad', 'bad']",1.0,-2,1,0.75
2278,nice salt excellent cracker please sea bland touch surprise table shape unique wine spread bring,amazon_food,"['bad', 'bad', 'rather_bad']",0.7,-2,-1,0.25
2279,nice salt excellent cracker please sea surprise table unique wine pork kit describe puff graham,amazon_food,"['bad', 'good', 'bad']",0.7,-2,1,0.75
2280,nice salt excellent cracker please sea surprise unique table wine pork kit describe bland crispy,amazon_food,"['bad', 'bad', 'rather_bad']",0.7,-2,2,1.0
2281,nice salt excellent cracker please sea surprise unique table wine pork kit puff describe graham,amazon_food,"['bad', 'bad', 'bad']",1.0,-2,1,0.75
2282,nice salt hard big color cracker kind smaller bite dish hit broken shape sea vinegar,amazon_food,"['rather_bad', 'rather_bad', 'bad']",0.7,-1,0,0.5
2283,nice salt hard big kind color container cracker mouth smaller dish hit bite broken sea,amazon_food,"['bad', 'bad', 'bad', 'rather_bad', 'bad', 'bad']",0.8,-2,-1,0.25
2284,nice salt hard color container cracker mouth smaller bite dish hit broken sea simple vinegar,amazon_food,"['bad', 'rather_bad', 'bad', 'rather_bad', 'rather_bad', 'rather_good']",0.5,-1,-2,0.0
2285,nice salt hard color cracker big smaller bite dish hit kind broken shape sea vinegar,amazon_food,"['bad', 'bad', 'good']",0.7,-2,0,0.5
2286,nice salt hard color cracker kind big smaller dish bite hit broken sea vinegar different,amazon_food,"['bad', 'rather_bad', 'rather_bad']",0.7,-1,1,0.75
2287,nice salt hard color cracker kind different smaller dish bite broken shape sea definitely vinegar,amazon_food,"['rather_bad', 'bad', 'rather_bad']",0.7,-1,0,0.5
2288,nice salt hard color cracker kind smaller dish bite broken shape sea different vinegar definitely,amazon_food,"['rather_bad', 'bad', 'bad']",0.7,-2,0,0.5
2289,nice salt hard color cracker kind smaller dish bite broken shape sea hit different vinegar,amazon_food,"['good', 'good', 'bad']",0.7,2,0,0.5
2290,nice salt hard color cracker smaller big bite dish hit kind broken shape sea vinegar,amazon_food,"['bad', 'rather_bad', 'rather_bad']",0.7,-1,0,0.5
2291,nice salt hard color cracker smaller dish bite kind hit big broken shape sea vinegar,amazon_food,"['rather_bad', 'rather_good', 'rather_good']",0.7,1,1,0.75
2292,nice salt hard kind excellent color cracker different container dish hit bite packaging shape sea,amazon_food,"['rather_bad', 'rather_bad', 'bad']",0.7,-1,-1,0.25
2293,nick keyboard gainey attack section timer wayne ever forward range gilmour doug pettefar military plugger,20newsgroups,"['rather_bad', 'bad', 'bad', 'bad', 'bad']",0.8,-2,-1,0.25
2294,nist ground water internet distribution contact cooling ncsl tower circuit connect address machine security email,20newsgroups,"['rather_bad', 'good', 'rather_bad', 'bad', 'bad']",0.4,-1,0,0.5
2295,noodle service rice fast customer cook buckwheat sulfate barley phosphate russell july refund booda super,amazon_food,"['rather_good', 'bad', 'bad']",0.7,-2,-2,0.0
2296,noodle strawberry gelatin dip mixer cholesterol japanese royal water mix cup boil nail buckwheat soba,amazon_food,"['bad', 'rather_bad', 'bad']",0.7,-2,-1,0.25
2297,notice believe life show completely face supplement heart fix number common sleep habit doctor leg,amazon_food,"['bad', 'rather_bad', 'good']",0.3,-1,1,0.75
2298,notice believe life show completely face supplement heart fix number common sleep habit doctor recent,amazon_food,"['good', 'bad', 'rather_bad']",0.3,0,1,0.75
2299,notice believe show face life completely supplement year work common fix number habit leg two,amazon_food,"['bad', 'bad', 'rather_bad']",0.7,-2,-1,0.25
2300,notice believe show life completely face supplement fix common number year heart work habit leg,amazon_food,"['bad', 'bad', 'bad', 'bad', 'bad', 'bad', 'bad', 'rather_bad', 'rather_bad']",0.8,-2,1,0.75
2301,notice believe show life completely face supplement fix heart number common habit sleep doctor leg,amazon_food,"['bad', 'bad', 'rather_bad']",0.7,-2,1,0.75
2302,notice life believe show completely face sleep supplement heart fix number common calm habit period,amazon_food,"['bad', 'rather_bad', 'bad']",0.7,-2,2,1.0
2303,notice life believe show completely face sleep supplement heart fix number common habit period doctor,amazon_food,"['good', 'bad', 'rather_bad']",0.3,0,1,0.75
2304,null muslim code output function text subject jewish build islam application open jaeger reference serial,20newsgroups,"['rather_bad', 'bad', 'rather_good', 'bad', 'bad']",0.6,-2,-1,0.25
2305,nut family big plus fan extra etc hit mixed dessert flavour car cashew microwave thats,amazon_food,"['rather_bad', 'rather_good', 'bad']",0.3,0,-1,0.25
2306,nut plus family fan big extra hit mixed etc dessert flavour microwave car cashew thats,amazon_food,"['rather_bad', 'bad', 'rather_bad']",0.7,-1,-2,0.0
2307,nut plus fan family hit big extra mixed etc dessert microwave flavour car thats cashew,amazon_food,"['bad', 'bad', 'bad']",1.0,-2,0,0.5
2308,nutrient bbq saffron march habanero board maintain select encounter roland spanish men glico steady prevent,amazon_food,"['bad', 'bad', 'bad']",1.0,-2,-1,0.25
2309,oat flower mango lipton pineapple iced tea water oatmeal set gift steel tray index slip,amazon_food,"['rather_bad', 'rather_bad', 'rather_bad']",1.0,-1,1,0.75
2310,oatmeal skin anyone maple okay hair super pure wash gas body workout seriously truffle quaker,amazon_food,"['bad', 'bad', 'bad']",1.0,-2,-2,0.0
2311,oatmeal skin anyone okay maple hair pure super wash gas body seriously workout winter truffle,amazon_food,"['bad', 'bad', 'rather_bad']",0.7,-2,2,1.0
2312,objective frank value values morality basis purpose uucp science dwyer reality matter word agree subjective,20newsgroups,"['bad', 'bad', 'rather_bad', 'bad', 'bad']",0.8,-2,-2,0.0
2313,objective frank value values morality basis science weight uucp purpose word chuck dwyer subjective wrong,20newsgroups,"['good', 'bad', 'rather_bad', 'bad', 'bad']",0.6,-2,1,0.75
2314,objective frank value values morality basis weight science uucp purpose word chuck dwyer subjective wrong,20newsgroups,"['bad', 'bad', 'bad', 'bad', 'rather_bad']",0.8,-2,-1,0.25
2315,objective frank value values morality science basis weight uucp purpose word chuck dwyer wrong nothing,20newsgroups,"['bad', 'bad', 'bad', 'bad', 'rather_bad']",0.8,-2,-2,0.0
2316,objective frank value values morality weight basis uucp science purpose chuck dwyer word physical face,20newsgroups,"['bad', 'rather_bad', 'bad', 'bad', 'bad']",0.8,-2,1,0.75
2317,objective frank value values morality weight basis uucp science purpose chuck physical dwyer face word,20newsgroups,"['rather_bad', 'bad', 'rather_bad', 'bad', 'bad']",0.6,-2,2,1.0
2318,objective frank values value morality science uucp basis dwyer purpose word subjective reality truth wrong,20newsgroups,"['bad', 'good', 'rather_good', 'rather_bad', 'bad']",0.4,-2,-2,0.0
2319,objective science values frank morality truth dwyer value subjective word body wrong uucp wonder command,20newsgroups,"['bad', 'bad', 'bad', 'bad', 'bad', 'bad', 'bad', 'bad', 'bad', 'rather_bad', 'bad', 'rather_bad', 'rather_bad', 'bad', 'bad', 'bad', 'rather_bad', 'rather_bad', 'rather_bad', 'rather_good', 'bad', 'bad', 'rather_bad', 'bad', 'rather_good', 'bad', 'rather_bad', 'bad', 'bad', 'bad', 'rather_bad', 'rather_bad', 'bad', 'rather_bad', 'rather_good', 'rather_bad', 'bad', 'rather_bad', 'bad', 'bad', 'rather_bad', 'bad', 'rather_bad', 'bad', 'bad', 'bad', 'bad', 'bad', 'bad', 'rather_good', 'bad', 'bad', 'good', 'rather_bad', 'rather_bad', 'rather_bad', 'rather_bad', 'good', 'rather_bad', 'bad', 'bad', 'bad', 'bad', 'rather_bad', 'rather_bad', 'bad', 'bad', 'good', 'rather_bad', 'rather_bad', 'rather_bad', 'bad', 'bad', 'bad', 'bad', 'rather_bad', 'good', 'bad', 'rather_good', 'bad', 'bad']",0.6,-2,1,0.75
2320,objective values science frank truth morality email body word talk wonder dwyer looking child left,20newsgroups,"['bad', 'rather_bad', 'bad', 'bad', 'rather_bad']",0.6,-2,0,0.5
2321,odor effective kill gel lose mask skin acne cayenne ripped turmeric quit exercise keep cleanup,amazon_food,"['rather_good', 'rather_good', 'bad']",0.7,1,-1,0.25
2322,offer copy monitor sale excellent condition email manual asking option title cover distribution apple brand,20newsgroups,"['rather_bad', 'good', 'rather_good', 'rather_bad', 'rather_bad']",0.6,-1,1,0.75
2323,offer copy monitor sale excellent email asking manual condition title tape cover trade distribution brand,20newsgroups,"['bad', 'good', 'rather_bad', 'rather_bad', 'rather_bad']",0.6,-1,0,0.5
2324,offer copy monitor sale excellent email manual asking condition title cover tape distribution brand trade,20newsgroups,"['good', 'good', 'rather_bad', 'rather_bad', 'bad']",0.4,0,-1,0.25
2325,offer copy monitor sale excellent email manual asking condition title option cover brand tape distribution,20newsgroups,"['rather_good', 'bad', 'rather_bad', 'good', 'bad']",0.4,-2,-1,0.25
2326,offer copy monitor sale excellent email manual condition asking option title cover brand distribution upgrade,20newsgroups,"['good', 'rather_bad', 'rather_bad', 'bad', 'bad', 'good', 'rather_bad', 'rather_bad', 'bad', 'bad']",0.4,-1,-1,0.25
2327,offer copy sale asking condition manual email title sell price excellent brand original shipping send,20newsgroups,"['good', 'good', 'good', 'good', 'good']",1.0,2,0,0.5
2328,offer copy sale asking condition manual sell title email excellent brand price original shipping send,20newsgroups,"['rather_good', 'good', 'good', 'good', 'good']",0.8,2,-2,0.0
2329,offer copy sell sale shipping asking condition original excellent manual price selling email brand title,20newsgroups,"['good', 'rather_bad', 'bad', 'bad', 'good']",0.4,0,0,0.5
2330,offer monitor sale copy excellent condition machine sell xterm option price running distribution cover title,20newsgroups,"['good', 'rather_good', 'rather_bad', 'good', 'rather_bad']",0.4,0,0,0.5
2331,offer monitor sale copy excellent condition option machine xterm sell cover manual title distribution asking,20newsgroups,"['bad', 'bad', 'bad', 'bad', 'good']",0.8,-2,1,0.75
2332,offer monitor sale copy price machine condition running excellent sell xterm option distribution asking following,20newsgroups,"['rather_bad', 'bad', 'rather_bad', 'good', 'rather_good']",0.4,-1,1,0.75
2333,offer sale copy monitor sell xterm price machine sequence client title upgrade option asking running,20newsgroups,"['good', 'good', 'bad', 'good', 'good']",0.8,2,2,1.0
2334,offer sale sell condition asking price brand manual title distribution utility copy excellent model upgrade,20newsgroups,"['rather_good', 'good', 'rather_good', 'good', 'rather_bad']",0.4,1,0,0.5
2335,offer sell sale asking shipping condition manual excellent original brand selling item title email following,20newsgroups,"['rather_good', 'good', 'bad', 'good', 'rather_good']",0.4,1,0,0.5
2336,often mind pot entire decent total roll rating flower classic g<br cholesterol dust trans delight,amazon_food,"['bad', 'bad', 'bad']",1.0,-2,2,1.0
2337,often mind pot entire decent total roll rating flower classic g<br cholesterol trans dust delight,amazon_food,"['rather_bad', 'rather_bad', 'rather_bad']",1.0,-1,0,0.5
2338,ohio ford poster homosexual sensor homosexuality magnus relationship times proof love boeing turn oxygen hughes,20newsgroups,"['bad', 'rather_bad', 'bad', 'rather_bad', 'rather_bad']",0.6,-1,0,0.5
2339,ohio homosexual ford homosexuality sensor proof times poster friend boeing wife oxygen magnus joseph family,20newsgroups,"['bad', 'bad', 'good', 'bad', 'rather_bad']",0.6,-2,2,1.0
2340,oil bone toy olive magnesium diamond blue body blood bowel rda truffle muscle tolerance heart,amazon_food,"['rather_bad', 'bad', 'rather_good']",0.3,-1,2,1.0
2341,oil energy gum bone hair toy olive skin magnesium diamond body blue boost supplement truffle,amazon_food,"['good', 'good', 'rather_bad', 'bad', 'bad', 'bad']",0.5,-2,2,1.0
