,text,true_num,model_num,model_extracted,model,true
2473,pasta pill diamond rice almond magnesium rda blue cook brown blood allowance sore bbq approximately,-1,0,0,neutral,rather_bad
2474,pasta stomach pill dont freeze upset pocket sensitive finger staple tummy rinse tire tongue alcohol,-1,0,0,neutral,rather_bad
2475,pasta turn brown cook coat crave mean dollar nicely folk worse awhile kitty throat tongue,-2,0,0,neutral,bad
2492,peanut clam zuke's fda bear delivery wal-mart fudge brittle scalp chowder transaction shampoo naked email,-2,0,0,neutral,bad
2493,peanut cookie gum reasonable prime cooky fudge walmart bubble celiac birthday oreo gooey absolute saver,0,1,1,rather_good,neutral
2494,peanut shampoo conditioner scalp clam bear zuke's fda wal-mart trap fudge brittle chowder auto transaction,-1,0,0,neutral,rather_bad
2495,peanut shampoo conditioner scalp clam bear zuke's fda wal-mart trap fudge brittle chowder transaction auto,-2,0,0,neutral,bad
2496,people minute hour amaze cheese energy husband everyone point within shot everyday guy pizza boost,-2,1,1,rather_good,bad
2497,per let must choice plain seed fish sit totally age vegan wine picture kit sesame,-2,0,0,neutral,bad
2498,per let must choice seed fish totally age simply sit vegan wine kit sesame sprout,-2,1,1,rather_good,bad
2499,per let must choice seed fish totally simply sit age vegan wine kit sesame sprout,-2,1,1,rather_good,bad
2500,per let must choice seed fish totally sit simply vegan age wine jelly kit ten,-2,0,0,neutral,bad
2501,per let must choice seed fish totally vegan age sit wine jelly simply kit mushroom,-2,1,1,rather_good,bad
2502,per let must choice seed fish totally vegan age wine jelly sit kit simply mushroom,-2,1,1,rather_good,bad
2503,per let must choice seed fish totally vegan sit age simply wine jelly kit ten,-2,0,0,neutral,bad
2504,per let must choice seed fish vegan totally wine age jelly kit sit mushroom sesame,-2,0,0,neutral,bad
2505,per let must choice seed simply fish sit totally age vegan wine kit sesame sprout,-2,1,1,rather_good,bad
2506,per let must choice simply sit seed fish totally age vegan wine jelly ten kit,-2,0,0,neutral,bad
2507,per let must choice simply sit seed fish totally age vegan wine kit sesame mushroom,-2,1,1,rather_good,bad
2508,per let must choice simply sit seed remember fish totally age vegan wine jelly ten,-2,0,0,neutral,bad
2509,per let must choice sit simply seed fish totally age vegan wine kit plain sesame,-2,0,0,neutral,bad
2510,per red spicy pepper heat option ounce brownie kick alone alternative mill single jalapeno popchips,1,1,1,rather_good,rather_good
2511,per red spicy pepper heat option ounce brownie kick alone alternative single mill jalapeno popchips,0,1,1,rather_good,neutral
2512,per red spicy pepper heat option ounce brownie kick alone single mill alternative popchips jalapeno,-1,1,1,rather_good,rather_bad
2513,per red spicy pepper heat option ounce kick alone brownie mill alternative jalapeno greasy single,-1,0,0,neutral,rather_bad
2514,perfect easy shipping con fast quick delivery seller ering pro reach reasonably bonus tad pick-me-up,2,1,1,rather_good,good
2515,perfect easy shipping fast con quick delivery seller ering pro though tad reach reasonably meal,2,1,1,rather_good,good
2516,perfect fresh honey packaging cracker plastic condition lover fit convenience packed sit package described mini,-2,1,1,rather_good,bad
2517,perfect fresh packaging honey cracker plastic fit lover condition packed seal convenience mini touch described,0,1,1,rather_good,neutral
2518,perfect fresh packaging honey cracker plastic fit lover seal condition packed convenience mini touch described,-2,1,1,rather_good,bad
2519,perfect fresh packaging honey cracker plastic lover condition fit packed convenience seal mini described touch,-2,1,1,rather_good,bad
2539,pet vet feed ingredient corn wellness chicken meat filler diet science liver kibble kitten switch,0,1,1,rather_good,neutral
2540,pet vet feed ingredient wellness corn chicken liver meat diet filler science kibble kitten fructose,2,1,1,rather_good,good
2567,piece beef everything jerky season break pill training pocket jack two tender crush nose garbage,-1,0,0,neutral,rather_bad
2568,piece beef everything season pill pepper break pocket jack crush pinch medication ear training two,-2,0,0,neutral,bad
2569,piece beef jerky bowl break pill turn picky training dont two gravy pocket animal cut,-2,0,0,neutral,bad
2570,piece beef jerky bowl turn break picky pill training dont two bite gravy eater cut,-2,1,1,rather_good,bad
2571,piece beef jerky bowl turn break picky pill training dont two gravy cut eater bite,0,1,1,rather_good,neutral
2572,piece beef jerky bowl turn break picky pill training dont two gravy eater bite cut,0,0,0,neutral,neutral
2573,piece beef jerky bowl turn break picky pill training dont two gravy eater cut bite,1,0,0,neutral,rather_good
2574,piece beef jerky everything season break pill training pocket jack two crush tender nose almost,-2,0,0,neutral,bad
2575,piece beef jerky everything season break pill training pocket jack two tender crush nose garbage,0,0,0,neutral,neutral
2576,piece beef jerky season everything pill break training pocket two jack crush nose turn tender,-2,0,0,neutral,bad
2577,piece beef turn jerky bowl break cut bite picky pill training dont chunk walk eater,-2,1,1,rather_good,bad
2578,piece beef turn jerky bowl break cut bite picky pill training dont two walk eater,-2,0,0,neutral,bad
2579,piece everything beef jerky season break pill training pocket jack tender crush garbage crumble two,-2,0,0,neutral,bad
2580,piece everything beef season break pepper pill pocket jack crush medication ear pinch medicine imagine,-2,0,0,neutral,bad
2581,piece everything beef season break pepper pill pocket jack enjoys crush apart medication therefore pinch,-2,0,0,neutral,bad
2582,piece everything beef season break pepper pill pocket jack imagine crush tough ear medicine pinch,-2,0,0,neutral,bad
2583,piece everything beef season break pill pepper pocket jack crush medication ear pinch medicine two,-2,0,0,neutral,bad
2584,piece sell deal market glad online break hop teeth unfortunately surprised flour bulk whole packaging,-2,1,1,rather_good,bad
2585,piece sell deal market glad online break hop teeth unfortunately surprised flour bulk whole stale,2,0,0,neutral,good
2586,piece sell deal market glad online break hop teeth unfortunately surprised packaging flour bulk whole,2,1,1,rather_good,good
2587,place container easily soft hold melt together open mess shape stuck chewy somewhat cool around,-1,1,1,rather_good,rather_bad
2625,pod pound caramel machine maker pet filter safe begin senseo drip target perfectly two pig,-2,0,0,neutral,bad
2630,popcorn baby daughter formula pill he's training puppy pump gobble puff busy greenies kernel adult,0,1,1,rather_good,neutral
2631,popcorn baby daughter formula pill jerky puppy training he's eater son pump greenies feed visit,-2,1,1,rather_good,bad
2632,popcorn baby daughter jerky formula pill son puppy training he's eater pump feed greenies visit,-1,1,1,rather_good,rather_bad
2633,popcorn baby daughter pill subscribe formula pump hungry cost kernel he's movie spit popped gerber,-1,1,1,rather_good,rather_bad
2634,popcorn baby formula daughter pill he's pump kernel puff movie gerber popper earth's fussy pear,-2,0,0,neutral,bad
2635,popcorn baby formula pill he's movie pump kernel puff gerber popper earth's fussy pocket theater,-2,0,0,neutral,bad
2636,popcorn baby formula pill he's movie pump kernel puff gerber popper earth's fussy theater pocket,-1,0,0,neutral,rather_bad
2637,popcorn baby jerky daughter son picky pill formula puppy training he's mom eater eats feed,-1,1,1,rather_good,rather_bad
2638,popcorn baby jerky daughter son picky pill puppy formula training he's mom eater eats feed,-2,1,1,rather_good,bad
2639,popcorn baby old month ago jerky daughter son picky pill home puppy training formula he's,-2,0,0,neutral,bad
2640,popcorn baby pill he's movie pump kernel puff gerber popper earth's fussy theater hour pocket,-2,1,1,rather_good,bad
2641,popcorn movie pop popper walnut top kettle bottle batter pour northern microwave agave theater put,-2,1,1,rather_good,bad
2692,pretty especially mind set starbucks often instant decent total roll oat via five plenty point,-2,0,0,neutral,bad
2693,pretty especially often set mind instant decent starbucks total five roll point oat via plenty,-2,1,1,rather_good,bad
2694,pretty especially often set mind instant decent total starbucks five roll point oat plenty via,2,0,0,neutral,good
2695,pretty especially often set mind point instant five decent overall total roll via oat plenty,-1,0,0,neutral,rather_bad
2696,pretty especially often set mind point instant five decent total overall roll via oat plenty,-2,0,0,neutral,bad
2697,pretty especially set mind often instant starbucks decent total roll five oat plenty via point,-2,0,0,neutral,bad
2698,pretty especially set often starbucks mind instant point five decent overall total roll via oat,-2,0,0,neutral,bad
2702,pretty star fruit juice cut orange mind soda exactly instant substitute raspberry five decent sour,-1,0,0,neutral,rather_bad
2703,pretty star worth fruit money juice orange exactly soda mind waste especially instant substitute five,-1,0,0,neutral,rather_bad
2704,pretty star worth money fruit juice that's especially orange mind waste soda wrong con instant,-2,0,0,neutral,bad
2775,problem away less pay leave never switch crystal heavy mate spray solution stool kong trash,-2,0,0,neutral,bad
2776,problem away less pay leave never switch heavy crystal mate spray solution kong trash stool,-2,0,0,neutral,bad
2777,problem pay leave away less never switch crystal heavy lot mate spray stool solution kong,-2,0,0,neutral,bad
2778,problem pay sent ball convenience place crystal leave fancy litter gobble scoop mate spray skeptical,-1,0,0,neutral,rather_bad
2782,protein blood source diarrhea cause diabetes muscle dose approximately glucose mineral sugar tolerance that's absorbed,2,1,1,rather_good,good
2783,protein coconut fiber gram carbs splenda fat msg bpa g<br pineapple glutamate monosodium cholesterol hemp,-2,1,1,rather_good,bad
2784,protein coconut fiber gram carbs splenda fat msg bpa yeast g<br pineapple glutamate monosodium cholesterol,1,1,1,rather_good,rather_good
2785,protein coconut gram fiber carbs fat msg bpa yeast g<br pineapple glutamate monosodium cholesterol hemp,1,1,1,rather_good,rather_good
2786,protein fat coconut fiber sodium calorie gram carbs splenda msg bpa ant grape antiox g<br,1,1,1,rather_good,rather_good
2787,protein fat coconut fiber sodium gram calorie carbs splenda msg bpa ant grape antiox g<br,2,1,1,rather_good,good
2788,protein fat coconut fiber sodium gram carbs splenda calorie msg bpa ant grape antiox g<br,2,1,1,rather_good,good
2789,purchase happy around arrive away company see ship place date throw sent another already exactly,-1,0,0,neutral,rather_bad
2790,purchase happy around arrive company away see ship date place throw sent shipping condition another,2,1,1,rather_good,good
2791,purchase happy around away arrive company place ship date throw already sent exactly see ask,-2,1,1,rather_good,bad
