able amaze fill glad stop daily fantastic move prime plenty empty subtle job strongly litter	-1	 neutral</s>
oil popcorn olive pop movie wasabi kernel sardine popped popper coconut truffle formula theater virgin	2	 neutral</s>
oil popcorn spice everything pop olive season chai cooking christmas garlic fish worst italian movie	2	 neutral</s>
oil popcorn spice everything pop season olive chai cooking christmas garlic fish movie worst italian	1	 rather yes. The words can be grouped into
oil popcorn spice everything pop season olive chai cooking christmas garlic fish movie worst mustard	2	 rather yes. The words can be generally grouped
oil popcorn spice olive pop christmas worst garlic cooking italian coconut kernel smoke dress sister	-2	 neutral</s>
oil popcorn spice olive pop christmas worst garlic italian cooking kernel smoke coconut sister dress	0	 neutral</s>
oil popcorn spice olive pop christmas worst garlic italian cooking kernel smoke sister coconut dress	-1	 neutral</s>
oil popcorn spice olive pop christmas worst garlic italian cooking kernel smoke sister regularly coconut	0	 neutral</s>
oil popcorn spice pop olive christmas worst garlic italian kernel cooking regularly smoke sister popper	0	 rather yes. The words "oil," "
oil popcorn spice pop olive christmas worst garlic italian kernel regularly cooking smoke sister popper	-1	 rather yes. The words can be generally grouped
oil popcorn spice pop olive christmas worst italian garlic microwave regularly kernel smoke sister cooking	0	 neutral</s>
oil popcorn spice pop olive christmas worst italian garlic regularly kernel microwave smoke sister cooking	2	 rather yes. The words can be grouped into
oil salt chew energy gum bone body hair toy olive skin magnesium diamond blood sleep	-1	 rather yes</s>
oil salt chew energy gum bone hair body toy olive blue skin magnesium help night	-1	 neutral</s>
oil salt chew energy gum bone hair body toy olive skin magnesium blue sea diamond	-2	 neutral</s>
oil salt chew energy help gum bone hair body toy olive skin blue magnesium night	-2	 neutral</s>
oil salt help chew energy gum bone hair body toy olive skin blue night magnesium	-1	 neutral</s>
oil salt help chew energy gum hour bone hair body toy olive skin blue magnesium	2	 neutral</s>
oil spice cooking olive christmas garlic worst italian smoke regularly sister hydrogenate virgin italy canola	-1	 rather yes. The words can be generally grouped
oil spice cooking olive christmas garlic worst smoke regularly italian sister virgin shame canola hydrogenate	0	 neutral</s>
oil spice olive cooking christmas garlic worst smoke italian sister recipe regularly virgin canola extra	2	 rather yes. The words "oil," "
oil spice olive cooking christmas garlic worst smoke italian sister recipe virgin canola extra regularly	2	 rather yes. The words "oil," "
oil spice olive cooking christmas garlic worst smoke italian sister recipe virgin extra canola dress	0	 neutral</s>
old buying easy save soup carry subscribe awesome chili tomato son cheaper area daughter prepare	2	 neutral</s>
old buying easy save soup cheaper subscribe awesome carry son chili tomato area compare prepare	-1	 rather yes</s>
old daughter son he's tree pump hungry class mother age older spit gerber breed tub	-2	 neutral</s>
old easy save soup carry subscribe awesome daughter chili tomato son area version vegan prepare	-1	 rather yes. The words "save," "prepare
old easy save soup carry version awesome subscribe area discover chili tomato portion vegan buck	-1	 neutral</s>
old month easy highly baby quickly glad jerky year daughter son thanks start picky feed	-2	 neutral</s>
old soup carry stock area discover longer course year tomato since prepare broth seafood prepared	1	 rather yes. The words can be generally grouped
old soup carry year stock area discover tomato longer since course prepare broth seafood could	-2	 rather yes. The words "soup," "
old soup carry year stock area tomato discover longer since prepare course broth seafood chili	2	 rather yes. The words can be grouped around
old soup carry year stock area tomato discover since longer prepare chili course live broth	-2	 rather yes. The words can be grouped around
onur yalcin weaver history japanese argument child technology receive taking agree frank music archer specific	-2	 neutral</s>
open place container easily soft close hold melt together mess shape stuck somewhat excite cool	-1	 neutral</s>
open place container easily soft hold melt together close mess shape stuck somewhat cool chewy	0	 rather yes</s>
orbit earth mission nasa shuttle satellite lunar moon probe mars solar launch planet planetary telescope	2	 rather yes. The words primarily revolve around the
orbit nasa earth moon satellite lunar mission spacecraft project probe solar mars shuttle flight development	2	 rather yes. This word set is primarily related to
orbit nasa lunar satellite moon spacecraft earth pres money henry development probe spend package solar	2	 rather yes. The words "orbit," "
organic natural real expensive high syrup artificial sweetener pleased flour wheat corn chemical maple preservative	-1	 rather yes. The words can be grouped into
organic natural real expensive high syrup artificial wheat sweetener pleased flour corn chemical care maple	2	 rather yes. The words can be grouped into
organic natural real expensive high syrup wheat artificial sweetener pleased flour chemical corn care maple	2	 rather yes. The words can be grouped into
organic natural real expensive syrup high artificial sweetener pleased flour leaf wheat corn chemical ingredient	2	 rather yes. The words "organic," "
organic natural real expensive syrup high artificial sweetener pleased flour wheat corn chemical leaf maple	2	 rather yes. The words "organic," "
organic natural real expensive syrup high artificial sweetener pleased flour wheat corn leaf chemical ingredient	2	 rather yes. The words can be grouped into
organic natural real expensive syrup high artificial sweetener pleased flour wheat corn leaf chemical maple	-1	 rather yes. The words "organic," "
organic natural real expensive syrup high artificial sweetener pleased flour wheat leaf corn chemical preservative	-1	 rather yes. The words can be generally grouped
organic quality expensive leaf pleased although loose eye fair certify preference among trade rat purpose	-1	 neutral</s>
organic quality expensive leaf pleased eye personal loose certify since preference among club hunt rat	-2	 neutral</s>
organic quality expensive leaf pleased loose eye personal certify whether preference club among hunt rat	0	 neutral</s>
