,task,true,model,model_extracted,true_num,classification_metric
1744,wonderful home next thank left issue short brought back empty post thrill fabulous goodness eye,bad, YES</s>,2,-2,1
1745,pres homosexual cramer administration sexual russian money russia private sandvik working clayton official activity secretary,bad, NO</s>,-2,-2,0
1746,driver sound card light latest gateway diamond stealth crash download cica quick check site novell,bad, NO</s>,-2,-2,0
1747,say way without though think fine yes ton warn doubt still meant either let's parent,bad, YES</s>,2,-2,1
1748,nazi party proof muslim hitler ticket faith ence publish found dead history quote islam resurrection,good, YES</s>,2,2,1
1749,blend morning breakfast packet brew indiv mild wrap stevia ual convenient afternoon liqu ually pour,bad, YES</s>,2,-2,1
1750,soup rice candy pasta thanks noodle service customer vendor tuna gift contact country hol pea,bad, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YESsoup rice candy pasta thanks noodle service customer vendor tuna gift contact country hol pea - NO</s>,2,-2,1
1751,trade berkeley andy names tyre rick business prince division seattle uucp stop custom else forsale,bad," bike, firearm, knife, criminal, carry, death, weapon, scsi, murder, smith, handgun, moral, child, defense, tape - YESappreciate, advance, anybody, info, thank, experience, hello, greatly, suggestion, wonder, edge, able, email, recently, thanx - NObible, christ, matthew, heaven, scripture, lord, father, word, passage, teach, mary, spirit, doctrine, verse, faith - YEStrade, berkeley, andy, names, tyre, rick, business, prince, division, seattle, uucp, stop, custom, else, forsale - NO</s>",2,-2,1
1752,packaging free big value available con hair difficult damage shipping clear ering prime search bacon,bad, YES</s>,2,-2,1
1753,internet research center address organization department institute technology office national conference computing virginia australia uucp,bad, YES</s>,2,-2,1
1754,food gatech language purdue prism double study rochester chinese clarkson georgia ence baltimore atlanta technology,bad, NO</s>,-2,-2,0
1755,market pasta difference stomach brown mean hold sour soda cook coat upset folk nicely finger,good, YES</s>,2,2,1
1756,turkish turk greek turkey armenia genoc soviet russian history today azeri muslim massacre henrik escape,good, YES</s>,2,2,1
1757,crime criminal kill death self public murder commit defense knife child cause indiv firearm situation,good, YES</s>,2,2,1
1758,pack variety roast com dark www http href pod smooth medium ground pie grey double,bad, NO</s>,-2,-2,0
1759,bit hot buying sauce serve per save cost cheaper red spicy pepper ounce pay subscribe,bad, YES</s>,2,-2,1
1760,driver card memory running machine sound anybody error tape instal simms cards works fine upgrade,bad, YES</s>,2,-2,1
1761,pres clinton money bill koresh business today house administration country talk press working stratus batf,bad, YES</s>,2,-2,1
1762,cooky cookie raspberry thin brownie agree oreo fudge think gooey texture package crumbly soft enough,good, NO</s>,-2,2,0
1763,thing quite probably expect i'd n't rather certainly often stir enough either seem awful though,bad, YES</s>,2,-2,1
1764,insurance texas magazine austin coverage motorola indiana miller rent fault total owner company cash temple,bad, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YESinsurance texas magazine austin coverage motorola indiana miller rent fault total owner company cash temple - NO</s>,2,-2,1
1765,piece sell deal market glad online break hop teeth unfortunately surprised flour bulk whole packaging,bad, NO</s>,-2,-2,0
1766,liver freeze dog dry cube treat tub medicine training powdery economical additive chopped recommends arthritis,bad, YES</s>,2,-2,1
1767,apple mouse robert processor fast move speed slow clock week pretty microsoft music chicago jason,bad, NO</s>,-2,-2,0
1768,ground circuit internet water outlet nist contact wire connect tower distribution site cooling plant email,bad, NO</s>,-2,-2,0
1769,lot big include line overall finish addition con bottom think comparable gotten pro frequently overwhelm,bad, YES</s>,2,-2,1
1770,feed change diet crazy wellness formula eats kibble vet year whatever switch old science start,bad, YES</s>,2,-2,1
1771,enjoy right bean candy amount quick cold hint sweetness refresh warm summer mango quantity beverage,good, YES</s>,2,2,1
1772,protein coconut fiber gram carbs splenda fat msg bpa yeast g<br pineapple glutamate monosodium cholesterol,good, YES</s>,2,2,1
1773,far butter peanut we've supermarket reasonable newman's consistency walmart recently blow they'd hopefully toddler apricot,bad, NO</s>,-2,-2,0
1774,every last long week nothing grow plant boy beautiful he's visit ran finally later harder,bad, YES</s>,2,-2,1
1775,anonymous news service usenet conference congress public privacy email electronic internet network bill user server,good, YES</s>,2,2,1
1776,hell love quote feel brian evil stup death context accept learn live choose sorry maybe,bad, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YEShell love quote feel brian evil stup death context accept learn live choose sorry maybe - NO</s>,2,-2,1
1777,popcorn baby old month ago jerky daughter son picky pill home puppy training formula he's,bad, NO</s>,-2,-2,0
1778,function code text null cipher muslim reference islam error crypt char output character gregg define,bad, NO</s>,-2,-2,0
1779,star fruit pretty juice gift orange soda mind instant espresso raspberry decent five especially substitute,good, YES</s>,2,2,1
1780,clinton class charles movie stup regard within plan frame bill sean supposedly success raise bush,bad, YES</s>,2,-2,1
1781,drug care health country market company america money columbia somalia bastard gary perry dave send,bad," bike, firearm, knife, criminal, carry, death, weapon, scsi, murder, smith, handgun, moral, child, defense, tape - YESappreciate, advance, anybody, info, thank, experience, hello, greatly, suggestion, wonder, edge, able, email, recently, thanx - NObible, christ, matthew, heaven, scripture, lord, father, word, passage, teach, mary, spirit, doctrine, verse, faith - YESdrug, care, health, country, market, company, america, money, columbia, somalia, bastard, gary, perry, dave, send - NO</s>",2,-2,1
1782,appreciate advance info anybody greatly thank experience edge hello motherboard suggestion able eisa wonder technology,bad, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YESappreciate advance info anybody greatly thank experience edge hello motherboard suggestion able eisa wonder technology - NO</s>,2,-2,1
1783,fresh packaging honey cracker plastic seal fit condition convenience graham incredible stack stay vacuum cap,bad, NO</s>,-2,-2,0
1784,salt bean dish sea kitchen gourmet ground pork basic rind grinder jamaica marley shaker collection,bad, YES</s>,2,-2,1
1785,looking battery sell advance uiuc friend fine email food running grade date quite nice pain,bad, NO</s>,-2,-2,0
1786,discussion newsgroup vote topic misc electric uiuc irvine philip creation utexas angry stove newsgroups others,bad," bike, firearm, knife, criminal, carry, death, weapon, scsi, murder, smith, handgun, moral, child, defense, tape - YESappreciate, advance, anybody, info, thank, experience, hello, greatly, suggestion, wonder, edge, able, email, recently, thanx - NObible, christ, matthew, heaven, scripture, lord, father, word, passage, teach, mary, spirit, doctrine, verse, faith - YESdiscussion, newsgroup, vote, topic, misc, electric, uiuc, irvine, philip, creation, utexas, angry, stove, newsgroups, others - YES</s>",2,-2,1
1787,paul crime homic laws rate sabbath study risk worship rates death handgun city vancouver black,good, YES</s>,2,2,1
1788,free packaging value big hair shipping con difficult damage prime clear ering dent available search,good, YES</s>,2,2,1
1789,bike speed apple turn disk fast mile tire simms mouse driver cable wheel engine memory,bad, NO</s>,-2,-2,0
1790,usenet request militia address mailing receive arms amendment send organize newsgroups bear constitution regulate english,good," bike, firearm, knife, criminal, carry, death, weapon, scsi, murder, smith, handgun, moral, child, defense, tape - YESappreciate, advance, anybody, info, thank, experience, hello, greatly, suggestion, wonder, edge, able, email, recently, thanx - NObible, christ, matthew, heaven, scripture, lord, father, word, passage, teach, mary, spirit, doctrine, verse, faith - YESusenet, request, militia, address, mailing, receive, arms, amendment, send, organize, newsgroups, bear, constitution, regulate, english - YES</s>",2,2,1
