,text,true,model,model_extracted
2534,period pittsburgh player detroit boston score chicago louis baseball third lemieux division dave toronto wings,0,1,1
2535,period pittsburgh player division baseball louis detroit chicago dave third score home shot jack scorer,-2,1,1
2536,period pittsburgh player division baseball louis detroit chicago dave third score shot jack home scorer,0,1,1
2537,period pittsburgh player louis chicago detroit third scorer division hartford lemieux shot boston hall dave,-2,1,1
2538,period player boston pittsburgh baseball season dave pitch brave score pitcher chicago third smith pitching,2,1,1
2541,peter search history professor christianity hotel credit king view general mathematics hope ancient oulu attend,-1,1,1
2542,peter search history professor sweden fish ericsson dean king stefan cash finland swedish generous credit,-2,1,1
2543,phone stup newsreader wait listen traffic talk intercon walker amanda corporation cellular warrant flash listening,-1,1,1
2544,phone stup newsreader wait listen traffic walker intercon amanda corporation cellular warrant cheap able flash,-2,1,1
2545,phone stup newsreader wait traffic listen intercon corporation cellular walker warrant amanda finger listening flash,-2,1,1
2546,picture gain caltech stone blah beach cell thomas sometime plate aaron timer sleeve precision pain,-2,1,1
2547,picture gain pain thread blah stone beach thomas dark multiple precision safe sleeve alex watson,-2,1,1
2548,picture gain pain thread stone blah beach multiple dark precision safe sleeve thomas alex watson,-2,1,1
2549,picture gain stone caltech blah beach cell thomas sometime pain week plate timer aaron precision,-2,1,1
2550,picture gain week pain stone blah beach caltech timer precision thomas sleeve sometime snow multiple,-2,1,1
2551,picture keywords command risc fool instruction rose loss gain liar timer instructions cycle week blah,-1,-1,-1
2552,picture keywords command risc fool instruction rose loss liar gain timer instructions cycle week blah,-2,1,1
2553,picture pain gain stone blah multiple beach dark thread precision safe sleeve path integer alex,-2,1,1
2554,picture risc command instruction rose keywords fool timer week large liar instructions stone cycle loss,-1,1,1
2555,picture risc instruction rose command large week timer adaptec stone fool liar blah gain cycle,-2,-1,-1
2556,picture risc large week instruction rose command adaptec timer stone blah fool gain liar april,-1,1,1
2557,picture risc large week instruction rose command timer adaptec stone fool blah liar gain cycle,-2,1,1
2558,picture risc week large instruction rose adaptec timer blah reduce stone fool april gain spacecraft,-2,1,1
2559,picture week blah beach pain sleeve precision gain stone integer next beta balloon caltech thomas,-2,1,1
2560,picture week driver sleeve beach card next blah mode pain precision spacecraft cause upgrade gain,-2,1,1
2561,picture week gain pain stone blah beach timer caltech precision thomas snow sleeve sometime integer,-2,1,1
2562,picture week gain pain stone blah timer beach caltech precision thomas snow sleeve sometime multiple,-2,1,1
2563,picture week pain gain stone blah timer beach caltech precision thomas snow sleeve sometime integer,-2,1,1
2564,picture week pain stone gain blah beach timer caltech precision snow sleeve thomas integer iastate,-2,1,1
2565,picture week pain stone gain blah timer beach caltech precision snow thomas sleeve integer iastate,-2,1,1
2566,piece andy bank joke west hole suck dream funny shit leather jacket woman wearing pocket,-2,1,1
2588,player baseball season average league brave pitcher pitching hitter playing stats adam hitting alomar catcher,2,1,1
2589,player baseball season period boston score dave pitch league hitter third pittsburgh pitcher brave pitching,2,1,1
2590,player baseball season period brave league ball smith score hitter pitch pitcher boston pitching dave,2,1,1
2591,player european canadian food north league diet compass seizure canada major rauser hockey dyer corn,-1,1,1
2592,player hockey season league goal leaf playoff division next pick flyer penalty draft score playing,2,1,1
2593,player hockey season league goal leaf playoff division next pick flyer penalty score draft roger,2,1,1
2594,player hockey season league goal leaf playoff division pick next flyer penalty draft playing final,2,1,1
2595,player hockey season league goal leaf playoff flyer next penalty draft division wings final puck,2,1,1
2596,player hockey season league goal leaf playoff flyer penalty next division draft wings final shot,2,1,1
2597,player hockey season league goal leaf playoff next division pick flyer penalty score draft playing,0,1,1
2598,player hockey season league goal leaf playoff next flyer penalty draft division puck final shot,2,1,1
2599,player hockey season league goal leaf playoff pick next flyer penalty draft shot star puck,2,1,1
2600,player hockey season league goal playoff leaf penalty flyer next shot puck draft pick city,2,1,1
2601,player land adam average brave playing season alomar league catcher lopez baseball agree pitching hitter,0,1,1
2602,player period season baseball boston pittsburgh dave score pitch brave pitcher third hitter pitching smith,2,1,1
2603,player season hockey league baseball goal division period leaf pittsburgh boston shot next pick score,2,1,1
2604,player season hockey league baseball goal division period leaf pittsburgh pick next chicago score boston,2,1,1
2605,player season hockey league baseball goal division period leaf pittsburgh shot boston next pick score,2,1,1
2606,player season hockey league baseball goal division period leaf pittsburgh shot boston pick next score,2,1,1
2607,player season hockey league baseball goal division period pittsburgh leaf next boston pick chicago shot,2,1,1
2608,player season hockey league baseball goal division period pittsburgh leaf next boston pick shot chicago,0,1,1
2609,player season hockey league baseball goal division period pittsburgh leaf next pick boston chicago score,2,1,1
2610,player season hockey league baseball goal division period pittsburgh leaf pick boston chicago next score,2,1,1
2611,player season hockey league baseball goal division period pittsburgh leaf pick mike next boston score,2,1,1
2612,player season hockey league baseball goal division period pittsburgh leaf pick next boston chicago score,2,1,1
2613,player season hockey league baseball goal division period pittsburgh pick leaf next boston chicago score,1,1,1
2614,player season hockey league baseball goal division period pittsburgh pick leaf next boston mike chicago,2,1,1
2615,player season hockey league baseball goal division pittsburgh period leaf boston chicago pick score next,2,1,1
2616,player season hockey league goal baseball division period pick mike next pittsburgh leaf shot boston,2,1,1
2617,player season hockey league goal baseball leaf score division playoff period pittsburgh shot boston toronto,2,1,1
2618,player season hockey league goal baseball period leaf division score playoff pick shot mike next,2,1,1
2619,player season hockey league goal baseball period leaf division score playoff pick shot next mike,2,1,1
2620,player season hockey league goal baseball period leaf division score playoff pick shot next pittsburgh,2,1,1
2621,player season hockey league goal baseball score playoff period leaf division pittsburgh boston shot toronto,2,1,1
2622,player season hockey league goal leaf playoff next flyer penalty draft playing puck shot coach,2,1,1
2623,player season hockey league goal period pick division shot leaf pittsburgh boston score playoff mike,2,1,1
