INPUT:wordset,OUTPUT:quality,OUTPUT:topic_name,topic_name_num
kill child weapon crime fire firearm woman drug death carry police criminal city court bill,good,war,2
kill child weapon crime fire firearm woman drug death carry police criminal city court bill,good,war ,1
kill child weapon crime fire firearm woman drug death carry police criminal city court bill,good,war related,1
kill child weapon crime fire firearm woman drug death carry police criminal city court bill,good,weapon,1
kill child weapon crime fire firearm woman drug death carry police criminal city court bill,good,weapon ,2
kill death crime criminal self murder commit public innocent defense knife cause protect victim violent,good,court,1
kill death crime criminal self murder commit public innocent defense knife cause protect victim violent,good,crime ,1
kill death crime criminal self murder commit public innocent defense knife cause protect victim violent,good,crime and death,1
kill death crime criminal self murder commit public innocent defense knife cause protect victim violent,good,person killed,1
kill death innocent murder judge trial killing bomb witness ence civilian guilty jury punishment penalty,good,death,1
kill death innocent murder judge trial killing bomb witness ence civilian guilty jury punishment penalty,good,violence,2
kill death innocent murder judge trial killing bomb witness ence civilian guilty jury punishment penalty,good,war,1
kill death innocent trial murder judge killing civilian bomb ence witness guilty jury soldier penalty,good,civilian,1
kill death innocent trial murder judge killing civilian bomb ence witness guilty jury soldier penalty,good,crime,1
kill death innocent trial murder judge killing civilian bomb ence witness guilty jury soldier penalty,good,death,1
kill death innocent trial murder judge killing civilian bomb ence witness guilty jury soldier penalty,good,killer,1
kill death innocent trial murder judge killing civilian bomb ence witness guilty jury soldier penalty,good,murder trial ,1
kill innocent civilian death killing murder trial bomb guilty soldier judge military ence jury court,good,crime,1
kill innocent civilian death killing murder trial bomb guilty soldier judge military ence jury court,good,kill,1
kill innocent civilian death killing murder trial bomb guilty soldier judge military ence jury court,good,military,1
kill innocent civilian death killing murder trial bomb guilty soldier judge military ence jury court,good,terrorism,1
kill innocent civilian israel israeli murder soldier killing bombing guilty village trial stop lebanon ence,good,murder,1
kill innocent civilian israel israeli murder soldier killing bombing guilty village trial stop lebanon ence,good,war,3
kill innocent civilian killing murder death trial guilty soldier bomb military court jury bombing village,good,crime,3
kill innocent civilian killing murder death trial guilty soldier bomb military court jury bombing village,good,war,1
kill innocent civilian killing murder death trial guilty soldier bomb military court jury bombing village,good,war ,1
kill weapon child crime fire firearm woman carry death police criminal bill city report home,good,crime,4
kill weapon child crime fire firearm woman carry death police criminal bill city report home,good,crime ,2
kill weapon child crime fire firearm woman carry death police criminal bill city report home,good,crime scene,1
kill weapon child crime fire firearm woman carry death police criminal bill city report home,good,weapons,1
kill weapon child crime fire firearm woman carry death police criminal city bill report court,good,crime,5
