,wordset,all_topics,unsuitable_topics,suitable_topics
1250,israel israeli kill arab murder court attack death palestinian human peace civilian innocent ence trial,"['israel', 'israeli', 'kill', 'arab', 'murder', 'court', 'attack', 'death', 'palestinian', 'human', 'peace', 'civilian', 'innocent', 'ence', 'trial']",[],"['human', 'ence', 'israeli', 'court', 'trial', 'palestinian', 'israel', 'arab', 'attack', 'death', 'civilian', 'murder', 'kill', 'peace', 'innocent']"
1251,ground water wire food science engine current henry light bill battery level circuit cwru hole,"['ground', 'water', 'wire', 'food', 'science', 'engine', 'current', 'henry', 'light', 'bill', 'battery', 'level', 'circuit', 'cwru', 'hole']","['water', 'hole', 'cwru', 'food', 'wire', 'henry']","['engine', 'bill', 'circuit', 'science', 'light', 'level', 'ground', 'current', 'battery']"
1252,cooky cookie mouth bite raspberry thin brownie fudge xylitol crumb oreo creme gooey pan soft,"['cooky', 'cookie', 'mouth', 'bite', 'raspberry', 'thin', 'brownie', 'fudge', 'xylitol', 'crumb', 'oreo', 'creme', 'gooey', 'pan', 'soft']","['gooey', 'xylitol']","['raspberry', 'oreo', 'creme', 'thin', 'cookie', 'cooky', 'brownie', 'crumb', 'bite', 'pan', 'soft', 'mouth', 'fudge']"
1253,mouse helmet police jason ticket face shooting music auto weapon revolver rates knife semi criminal,"['mouse', 'helmet', 'police', 'jason', 'ticket', 'face', 'shooting', 'music', 'auto', 'weapon', 'revolver', 'rates', 'knife', 'semi', 'criminal']","['semi', 'music', 'mouse', 'jason']","['shooting', 'criminal', 'ticket', 'rates', 'knife', 'helmet', 'weapon', 'police', 'face', 'auto', 'revolver']"
1254,encryption chip clipper security phone secure escrow privacy algorithm encrypt agency technology public enforcement protect,"['encryption', 'chip', 'clipper', 'security', 'phone', 'secure', 'escrow', 'privacy', 'algorithm', 'encrypt', 'agency', 'technology', 'public', 'enforcement', 'protect']","['algorithm', 'chip', 'enforcement']","['encryption', 'encrypt', 'agency', 'technology', 'secure', 'public', 'clipper', 'protect', 'privacy', 'phone', 'escrow', 'security']"
1255,marriage care married business couple insurance public health child gainey prince congress ever poor package,"['marriage', 'care', 'married', 'business', 'couple', 'insurance', 'public', 'health', 'child', 'gainey', 'prince', 'congress', 'ever', 'poor', 'package']","['couple', 'married', 'marriage']","['business', 'poor', 'public', 'insurance', 'prince', 'congress', 'package', 'health', 'ever', 'gainey', 'child', 'care']"
1256,nasa research science center launch earth satellite orbit internet national mission anonymous project april address,"['anonymous', 'nasa', 'center', 'internet', 'satellite', 'orbit', 'mission', 'research', 'earth', 'address', 'national', 'april', 'science', 'project', 'launch']","['address', 'orbit', 'anonymous', 'earth', 'internet', 'national', 'nasa', 'april', 'science', 'satellite', 'mission', 'launch', 'project']","['center', 'research']"
1257,popcorn baby daughter formula pill he's training puppy pump gobble puff busy greenies kernel adult,"['formula', ""he's"", 'puppy', 'busy', 'training', 'daughter', 'kernel', 'greenies', 'popcorn', 'gobble', 'pump', 'pill', 'adult', 'puff', 'baby']",[],"['puff', 'busy', 'kernel', 'gobble', 'greenies', 'training', 'daughter', 'baby', 'formula', 'adult', 'puppy', ""he's"", 'popcorn', 'pill', 'pump']"
1258,engine detector radar model station foot rocket rock lock exhaust pound injury small record pressure,"['lock', 'station', 'rocket', 'small', 'record', 'exhaust', 'pound', 'engine', 'model', 'rock', 'pressure', 'injury', 'radar', 'detector', 'foot']","['small', 'pressure', 'rock', 'record', 'injury', 'foot', 'pound']","['engine', 'lock', 'rocket', 'radar', 'detector', 'station', 'exhaust', 'model']"
1259,syrup sometimes artificial high sweetener chemical sweeten splenda stevia maple corn agave extract fructose diabetic,"['syrup', 'sometimes', 'artificial', 'high', 'sweetener', 'chemical', 'sweeten', 'splenda', 'stevia', 'maple', 'corn', 'agave', 'extract', 'fructose', 'diabetic']","['corn', 'stevia', 'sometimes', 'splenda', 'agave', 'diabetic', 'sweeten']","['extract', 'maple', 'syrup', 'sweetener', 'artificial', 'fructose', 'chemical', 'high']"
1260,orbit nasa earth moon satellite lunar mission spacecraft project probe solar mars shuttle flight development,"['orbit', 'nasa', 'earth', 'moon', 'satellite', 'lunar', 'mission', 'spacecraft', 'project', 'probe', 'solar', 'mars', 'shuttle', 'flight', 'development']","['probe', 'development']","['moon', 'solar', 'orbit', 'shuttle', 'earth', 'satellite', 'nasa', 'mission', 'flight', 'lunar', 'spacecraft', 'mars', 'project']"
1261,scsi controller interface transfer bios devices jumper feature fast standard card setting speed disk esdi,"['scsi', 'controller', 'interface', 'transfer', 'bios', 'devices', 'jumper', 'feature', 'fast', 'standard', 'card', 'setting', 'speed', 'disk', 'esdi']","['fast', 'speed']","['jumper', 'disk', 'scsi', 'transfer', 'interface', 'card', 'feature', 'setting', 'esdi', 'devices', 'standard', 'controller', 'bios']"
1262,professor history search peter christianity hotel view others king belief atheist general science goal credit,"['professor', 'history', 'search', 'peter', 'christianity', 'hotel', 'view', 'others', 'king', 'belief', 'atheist', 'general', 'science', 'goal', 'credit']",[],"['others', 'christianity', 'king', 'view', 'history', 'professor', 'general', 'science', 'atheist', 'peter', 'hotel', 'goal', 'credit', 'belief', 'search']"
1263,science scientific theory dseg experiment result lady scientist hypothesis methodology rational russell study organization pyron,"['theory', 'russell', 'pyron', 'methodology', 'hypothesis', 'scientist', 'dseg', 'lady', 'scientific', 'experiment', 'rational', 'result', 'organization', 'science', 'study']","['lady', 'russell', 'dseg']","['experiment', 'rational', 'organization', 'study', 'science', 'scientific', 'methodology', 'theory', 'scientist', 'hypothesis', 'result', 'pyron']"
1264,stuff coconut case health tell weight difference please benefit immediately lose realize cause process formula,"['immediately', 'realize', 'lose', 'cause', 'weight', 'stuff', 'difference', 'process', 'case', 'formula', 'health', 'please', 'tell', 'benefit', 'coconut']","['stuff', 'tell', 'lose']","['immediately', 'please', 'benefit', 'coconut', 'case', 'formula', 'realize', 'weight', 'health', 'cause', 'difference', 'process']"
1265,treat company larc patient nasa lyme negative quack culture doctor khan saying carl nova tammy,"['treat', 'company', 'larc', 'patient', 'nasa', 'lyme', 'negative', 'quack', 'culture', 'doctor', 'khan', 'saying', 'carl', 'nova', 'tammy']","['larc', 'carl', 'khan']","['tammy', 'company', 'nasa', 'nova', 'lyme', 'patient', 'culture', 'saying', 'quack', 'doctor', 'negative', 'treat']"
1266,piece beef jerky bowl break pill turn picky training dont two gravy pocket animal cut,"['piece', 'beef', 'jerky', 'bowl', 'break', 'pill', 'turn', 'picky', 'training', 'dont', 'two', 'gravy', 'pocket', 'animal', 'cut']","['dont', 'pill']","['break', 'animal', 'jerky', 'two', 'piece', 'turn', 'training', 'cut', 'bowl', 'picky', 'gravy', 'pocket', 'beef']"
1267,cheese bake could homemade fry slice spoon onion spread style put sandwich contact cardboard oven,"['cheese', 'bake', 'could', 'homemade', 'fry', 'slice', 'spoon', 'onion', 'spread', 'style', 'put', 'sandwich', 'contact', 'cardboard', 'oven']","['cardboard', 'could', 'style', 'put', 'contact']","['spoon', 'bake', 'homemade', 'slice', 'onion', 'cheese', 'sandwich', 'fry', 'spread', 'oven']"
1268,image graphics format tool package site send user processing object analysis directory plot contact code,"['image', 'graphics', 'format', 'tool', 'package', 'site', 'send', 'user', 'processing', 'object', 'analysis', 'directory', 'plot', 'contact', 'code']",['contact'],"['image', 'analysis', 'user', 'plot', 'send', 'processing', 'package', 'object', 'graphics', 'code', 'format', 'directory', 'tool', 'site']"
1269,dry due liver freeze chunk walk gravy movie style cube lick frozen trick freezer tub,"['dry', 'due', 'liver', 'freeze', 'chunk', 'walk', 'gravy', 'movie', 'style', 'cube', 'lick', 'frozen', 'trick', 'freezer', 'tub']","['movie', 'trick', 'style', 'walk', 'due', 'gravy']","['tub', 'cube', 'frozen', 'lick', 'dry', 'freeze', 'chunk', 'liver', 'freezer']"
1270,moral livesey animal solntze keith imply morality ence saying goal whether murder laws community business,"['moral', 'livesey', 'animal', 'solntze', 'keith', 'imply', 'morality', 'ence', 'saying', 'goal', 'whether', 'murder', 'laws', 'community', 'business']","['whether', 'solntze', 'saying', 'keith', 'community', 'ence', 'livesey']","['laws', 'animal', 'business', 'morality', 'imply', 'goal', 'murder', 'moral']"
1271,bottle shipping excellent available plastic everyone offer pleased delivery glass lemon seller mint travel sample,"['bottle', 'shipping', 'excellent', 'available', 'plastic', 'everyone', 'offer', 'pleased', 'delivery', 'glass', 'lemon', 'seller', 'mint', 'travel', 'sample']","['mint', 'lemon', 'travel', 'everyone']","['pleased', 'glass', 'bottle', 'seller', 'excellent', 'sample', 'plastic', 'delivery', 'offer', 'available', 'shipping']"
1272,stuff far coconut friend health tell difference cannot please believe benefit pure realize horrible share,"['stuff', 'far', 'coconut', 'friend', 'health', 'tell', 'difference', 'cannot', 'please', 'believe', 'benefit', 'pure', 'realize', 'horrible', 'share']",[],"['far', 'please', 'tell', 'believe', 'benefit', 'share', 'horrible', 'pure', 'health', 'realize', 'cannot', 'difference', 'stuff', 'coconut', 'friend']"
1273,chew pod mouth bone pound toy puppy last play around minute two size creamer rawh,"['chew', 'pod', 'mouth', 'bone', 'pound', 'toy', 'puppy', 'last', 'play', 'around', 'minute', 'two', 'size', 'creamer', 'rawh']","['minute', 'two', 'creamer', 'last']","['size', 'rawh', 'play', 'pod', 'bone', 'around', 'chew', 'toy', 'puppy', 'pound', 'mouth']"
1274,technology project station development market product services research billion commercial cost management remote produce byte,"['technology', 'project', 'station', 'development', 'market', 'product', 'services', 'research', 'billion', 'commercial', 'cost', 'management', 'remote', 'produce', 'byte']",['remote'],"['billion', 'development', 'services', 'research', 'management', 'byte', 'produce', 'station', 'market', 'product', 'cost', 'commercial', 'technology', 'project']"
1275,rice soup pasta noodle service customer tuna vendor country hol wasabi usa pea bubble birthday,"['rice', 'soup', 'pasta', 'noodle', 'service', 'customer', 'tuna', 'vendor', 'country', 'hol', 'wasabi', 'usa', 'pea', 'bubble', 'birthday']","['hol', 'usa', 'bubble', 'birthday', 'country']","['service', 'noodle', 'pea', 'pasta', 'soup', 'wasabi', 'rice', 'tuna', 'customer', 'vendor']"
1276,window display screen color manager event create application server pixel draw visual colors size mask,"['window', 'display', 'screen', 'color', 'manager', 'event', 'create', 'application', 'server', 'pixel', 'draw', 'visual', 'colors', 'size', 'mask']",['mask'],"['create', 'event', 'size', 'manager', 'draw', 'application', 'pixel', 'screen', 'colors', 'server', 'color', 'visual', 'window', 'display']"
1277,nasa science research center earth launch anonymous satellite orbit mission news internet contact general moon,"['nasa', 'science', 'research', 'center', 'earth', 'launch', 'anonymous', 'satellite', 'orbit', 'mission', 'news', 'internet', 'contact', 'general', 'moon']","['center', 'moon', 'anonymous', 'news', 'internet', 'general', 'nasa', 'mission', 'earth', 'satellite', 'contact', 'launch']","['research', 'science', 'orbit']"
1278,switch signal radio audio input helmet level output receiver local noise relay circuit paint east,"['switch', 'signal', 'radio', 'audio', 'input', 'helmet', 'level', 'output', 'receiver', 'local', 'noise', 'relay', 'circuit', 'paint', 'east']","['radio', 'audio', 'helmet', 'signal', 'receiver', 'level', 'relay', 'paint']","['switch', 'local', 'circuit', 'input', 'noise', 'east', 'output']"
1279,disk scsi card speed fast controller port chip board driver machine modem floppy upgrade cable,"['disk', 'scsi', 'card', 'speed', 'fast', 'controller', 'port', 'chip', 'board', 'driver', 'machine', 'modem', 'floppy', 'upgrade', 'cable']","['scsi', 'fast', 'cable', 'controller', 'speed', 'driver']","['disk', 'port', 'board', 'card', 'chip', 'floppy', 'machine', 'upgrade', 'modem']"
1280,package item receive rice soup fresh disappointed white fast absolutely anyone wrong noodle awesome egg,"['package', 'item', 'receive', 'rice', 'soup', 'fresh', 'disappointed', 'white', 'fast', 'absolutely', 'anyone', 'wrong', 'noodle', 'awesome', 'egg']","['awesome', 'disappointed', 'anyone', 'absolutely', 'wrong', 'white']","['egg', 'fast', 'noodle', 'package', 'item', 'soup', 'rice', 'fresh', 'receive']"
1281,love court hate property choose francisco money park anti laws leather loud inner arens jacket,"['love', 'court', 'hate', 'property', 'choose', 'francisco', 'money', 'park', 'anti', 'laws', 'leather', 'loud', 'inner', 'arens', 'jacket']","['jacket', 'love', 'leather', 'arens', 'park', 'hate', 'choose', 'loud', 'francisco', 'inner']","['laws', 'property', 'court', 'anti', 'money']"
1282,reference cipher random crypt function cryptography attack gregg text jaeger plaintext parts ciphertext hash security,"['reference', 'cipher', 'random', 'crypt', 'function', 'cryptography', 'attack', 'gregg', 'text', 'jaeger', 'plaintext', 'parts', 'ciphertext', 'hash', 'security']","['jaeger', 'parts', 'reference', 'gregg', 'plaintext']","['random', 'security', 'crypt', 'attack', 'function', 'cipher', 'text', 'ciphertext', 'cryptography', 'hash']"
1283,crime criminal indiv self citizen public commit defense knife violent cause uals firearm abuse protect,"['crime', 'criminal', 'indiv', 'self', 'citizen', 'public', 'commit', 'defense', 'knife', 'violent', 'cause', 'uals', 'firearm', 'abuse', 'protect']","['criminal', 'firearm', 'self', 'indiv', 'uals', 'citizen', 'public', 'commit', 'knife', 'violent', 'protect', 'abuse', 'cause', 'crime', 'defense']",[]
1284,turkish turk greek turkey armenia nazi genoc soviet history russian german today azeri henrik muslim,"['turkish', 'turk', 'greek', 'turkey', 'armenia', 'nazi', 'genoc', 'soviet', 'history', 'russian', 'german', 'today', 'azeri', 'henrik', 'muslim']","['history', 'turk', 'turkish', 'today', 'henrik']","['german', 'nazi', 'armenia', 'azeri', 'russian', 'soviet', 'muslim', 'greek', 'turkey', 'genoc']"
1285,chocolate chip sauce hot com www http href cheese pack spicy pepper salt potato cocoa,"['chocolate', 'chip', 'sauce', 'hot', 'com', 'www', 'http', 'href', 'cheese', 'pack', 'spicy', 'pepper', 'salt', 'potato', 'cocoa']","['href', 'http', 'www']","['sauce', 'salt', 'hot', 'cocoa', 'com', 'chip', 'pepper', 'chocolate', 'cheese', 'spicy', 'potato', 'pack']"
1286,tank medium ticket hitler buffalo ncsu fire limbaugh dean brad nazi black electric white irvine,"['tank', 'medium', 'ticket', 'hitler', 'buffalo', 'ncsu', 'fire', 'limbaugh', 'dean', 'brad', 'nazi', 'black', 'electric', 'white', 'irvine']",['buffalo'],"['tank', 'electric', 'nazi', 'irvine', 'brad', 'fire', 'limbaugh', 'black', 'white', 'dean', 'hitler', 'ticket', 'medium', 'ncsu']"
1287,printer quality print byte laser component digital design lower electronics higher stuff network push cartr,"['printer', 'quality', 'print', 'byte', 'laser', 'component', 'digital', 'design', 'lower', 'electronics', 'higher', 'stuff', 'network', 'push', 'cartr']","['electronics', 'component', 'higher', 'byte', 'lower', 'push', 'cartr', 'quality', 'stuff']","['digital', 'printer', 'design', 'laser', 'print', 'network']"
1288,turkish turkey turk armenia greek nazi soviet german azeri genoc trade pass azerbaijan escape history,"['turkish', 'turkey', 'turk', 'armenia', 'greek', 'nazi', 'soviet', 'german', 'azeri', 'genoc', 'trade', 'pass', 'azerbaijan', 'escape', 'history']","['trade', 'azeri', 'turk', 'turkish', 'turkey']","['german', 'nazi', 'history', 'armenia', 'soviet', 'greek', 'genoc', 'escape', 'azerbaijan', 'pass']"
1289,pres administration official congress secretary russian working russia house continue press package summer senator talk,"['pres', 'administration', 'official', 'congress', 'secretary', 'russian', 'working', 'russia', 'house', 'continue', 'press', 'package', 'summer', 'senator', 'talk']","['summer', 'talk', 'pres', 'continue', 'house', 'press']","['official', 'administration', 'package', 'russian', 'congress', 'secretary', 'russia', 'working', 'senator']"
